CCN,Facility Name,Address,City,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital_overall_rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,MSPB_Ratio,Total_Performance_Score,Domain_Clinical_Score,Domain_Safety_Score,Domain_Engagement_Score,Domain_Efficiency_Score,HCAHPS_H_CLEAN_HSP_A_P,HCAHPS_H_CLEAN_HSP_SN_P,HCAHPS_H_CLEAN_HSP_U_P,HCAHPS_H_CLEAN_LINEAR_SCORE,HCAHPS_H_CLEAN_STAR_RATING,HCAHPS_H_COMP_1_A_P,HCAHPS_H_COMP_1_LINEAR_SCORE,HCAHPS_H_COMP_1_SN_P,HCAHPS_H_COMP_1_STAR_RATING,HCAHPS_H_COMP_1_U_P,HCAHPS_H_COMP_2_A_P,HCAHPS_H_COMP_2_LINEAR_SCORE,HCAHPS_H_COMP_2_SN_P,HCAHPS_H_COMP_2_STAR_RATING,HCAHPS_H_COMP_2_U_P,HCAHPS_H_COMP_5_A_P,HCAHPS_H_COMP_5_LINEAR_SCORE,HCAHPS_H_COMP_5_SN_P,HCAHPS_H_COMP_5_STAR_RATING,HCAHPS_H_COMP_5_U_P,HCAHPS_H_COMP_6_LINEAR_SCORE,HCAHPS_H_COMP_6_N_P,HCAHPS_H_COMP_6_STAR_RATING,HCAHPS_H_COMP_6_Y_P,HCAHPS_H_DISCH_HELP_N_P,HCAHPS_H_DISCH_HELP_Y_P,HCAHPS_H_DOCTOR_EXPLAIN_A_P,HCAHPS_H_DOCTOR_EXPLAIN_SN_P,HCAHPS_H_DOCTOR_EXPLAIN_U_P,HCAHPS_H_DOCTOR_LISTEN_A_P,HCAHPS_H_DOCTOR_LISTEN_SN_P,HCAHPS_H_DOCTOR_LISTEN_U_P,HCAHPS_H_DOCTOR_RESPECT_A_P,HCAHPS_H_DOCTOR_RESPECT_SN_P,HCAHPS_H_DOCTOR_RESPECT_U_P,HCAHPS_H_HSP_RATING_0_6,HCAHPS_H_HSP_RATING_7_8,HCAHPS_H_HSP_RATING_9_10,HCAHPS_H_HSP_RATING_LINEAR_SCORE,HCAHPS_H_HSP_RATING_STAR_RATING,HCAHPS_H_MED_FOR_A_P,HCAHPS_H_MED_FOR_SN_P,HCAHPS_H_MED_FOR_U_P,HCAHPS_H_NURSE_EXPLAIN_A_P,HCAHPS_H_NURSE_EXPLAIN_SN_P,HCAHPS_H_NURSE_EXPLAIN_U_P,HCAHPS_H_NURSE_LISTEN_A_P,HCAHPS_H_NURSE_LISTEN_SN_P,HCAHPS_H_NURSE_LISTEN_U_P,HCAHPS_H_NURSE_RESPECT_A_P,HCAHPS_H_NURSE_RESPECT_SN_P,HCAHPS_H_NURSE_RESPECT_U_P,HCAHPS_H_QUIET_HSP_A_P,HCAHPS_H_QUIET_HSP_SN_P,HCAHPS_H_QUIET_HSP_U_P,HCAHPS_H_QUIET_LINEAR_SCORE,HCAHPS_H_QUIET_STAR_RATING,HCAHPS_H_RECMND_DN,HCAHPS_H_RECMND_DY,HCAHPS_H_RECMND_LINEAR_SCORE,HCAHPS_H_RECMND_PY,HCAHPS_H_RECMND_STAR_RATING,HCAHPS_H_SIDE_EFFECTS_A_P,HCAHPS_H_SIDE_EFFECTS_SN_P,HCAHPS_H_SIDE_EFFECTS_U_P,HCAHPS_H_STAR_RATING,HCAHPS_H_SYMPTOMS_N_P,HCAHPS_H_SYMPTOMS_Y_P,Readmission_EDAC_30_AMI,Readmission_EDAC_30_HF,Readmission_EDAC_30_PN,Readmission_READM_30_AMI,Readmission_READM_30_CABG,Readmission_READM_30_COPD,Readmission_READM_30_HF,Readmission_READM_30_HIP_KNEE,Readmission_READM_30_PN,Payment_Adjustment_Percent,Cluster_Label
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,8,4,2,2,0,,8,3,0,3,0,,11,6,0,5,1,,15,10,,10,4,,,,,,,,72,11,17,,,85,,2,,13,85,,4,,11,71,,13,,16,,9,,91,11,89,78,6,16,80,5,15,88,3,9,4,14,82,,,79,7,14,81,5,14,80,2,18,90,2,8,64,10,26,,,4,80,,16,,57,23,20,,10,90,12.3,6.2,2.3,14.3,,17,22,5.9,16.2,,Average Performers
180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,CORBIN,KY,40701,WHITLEY,(606) 528-1212,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,6,1,5,0,,11,9,0,9,0,,15,15,,10,8,,1.00,31.041666666667,0.625000000000,12.916666666667,12.500000000000,5.000000000000,73,8,19,,,84,,4,,12,86,,3,,11,69,,15,,16,,13,,87,14,86,82,4,14,86,3,11,89,2,9,7,19,74,,,80,7,13,80,5,15,83,4,13,90,2,8,55,10,35,,,5,75,,20,,57,24,19,,11,89,15.9,-5.2,-9.3,13.4,,17.3,19.2,,13.7,0.2481,Average Performers
180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,TAYLOR,(270) 465-3561,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,4,0,4,0,,8,3,0,3,0,,11,8,1,7,0,,15,15,,10,9,,1.09,17.250000000000,0.000000000000,2.500000000000,14.750000000000,0.000000000000,74,6,20,,,81,,4,,15,84,,3,,13,62,,18,,20,,12,,88,15,85,81,4,15,82,5,13,88,1,11,8,20,72,,,70,7,23,78,4,18,77,5,18,88,2,10,62,9,29,,,5,69,,26,,54,30,16,,9,91,,8.6,-34.8,,,16.6,19.2,,14.7,-1.6467,Emerging Performers
180088,"NORTON HOSPITALS, INC",200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,JEFFERSON,(502) 629-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,23,8,8,0,6,2,23,8,8,2,6,0,23,11,11,0,7,4,,15,15,,10,10,,1.00,15.500000000000,3.750000000000,3.750000000000,8.000000000000,0.000000000000,67,12,21,,,77,,6,,17,77,,6,,17,59,,22,,19,,12,,88,14,86,71,7,22,74,6,20,84,4,12,10,19,71,,,74,12,14,73,7,20,74,6,20,83,4,13,57,10,33,,,7,73,,20,,45,33,22,,11,89,52.7,18.8,26,16.1,10.6,19.8,20.4,5.4,16.5,-1.7797,Emerging Performers
180092,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,40391,CLARK,(859) 737-8559,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,6,0,6,0,,8,4,1,3,0,,11,9,0,8,1,,15,15,,10,9,,1.01,38.125000000000,3.125000000000,20.000000000000,12.500000000000,2.500000000000,78,6,16,,,80,,4,,16,79,,5,,16,63,,18,,19,,13,,87,15,85,73,6,21,78,6,16,86,3,11,9,21,70,,,76,9,15,75,6,19,78,5,17,88,3,9,64,7,29,,,5,70,,25,,50,27,23,,12,88,32.8,-17.6,6.2,14.2,,18,18.8,,16.9,1.0306,Average Performers
180093,BAPTIST HEALTH DEACONESS MADISONVILLE,900 HOSPITAL DRIVE,MADISONVILLE,KY,42431,HOPKINS,(270) 825-5100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,0,5,3,,8,6,1,5,0,,11,10,1,8,1,,15,15,,10,9,,1.04,22.166666666667,4.000000000000,9.166666666667,9.000000000000,0.000000000000,70,9,21,,,79,,4,,17,76,,6,,18,58,,21,,21,,16,,84,16,84,71,7,22,74,8,18,84,3,13,11,23,66,,,74,10,16,74,5,21,78,5,17,85,2,13,56,9,35,,,7,62,,31,,43,32,25,,15,85,69.3,12.9,-26.1,13.5,10.6,18.3,19.3,,14.4,-1.0282,Emerging Performers
180101,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON ROAD,GEORGETOWN,KY,40324,SCOTT,(502) 868-1100,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,3,0,3,0,,8,2,0,2,0,,11,7,0,5,2,,15,15,,10,8,,0.96,44.000000000000,5.000000000000,18.750000000000,10.250000000000,10.000000000000,63,20,17,,,79,,5,,16,79,,7,,14,65,,15,,20,,11,,89,13,87,76,8,16,80,8,12,83,5,12,10,22,68,,,78,9,13,75,6,19,78,5,17,84,2,14,57,10,33,,,8,65,,27,,51,21,28,,9,91,,71.2,38.8,,,,20.3,,16.7,1.4876,High Quality / Higher Cost
180102,MERCY HEALTH - LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42003,MC CRACKEN,(270) 444-2444,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,8,8,0,8,0,,8,7,2,5,0,,11,11,1,9,1,,15,15,,10,8,,1.03,27.250000000000,11.666666666667,10.833333333333,4.750000000000,0.000000000000,61,16,23,,,77,,5,,18,78,,5,,17,56,,20,,24,,17,,83,19,81,72,6,22,77,5,18,86,4,10,12,22,66,,,69,9,22,72,6,22,73,6,21,85,4,11,50,15,35,,,7,68,,25,,44,31,25,,16,84,34.9,-17.1,-8.8,15.6,11.3,18.9,19.1,6.2,15,-0.3191,Average Performers
180103,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,FAYETTE,(859) 260-6100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,8,8,1,7,0,,8,8,1,7,0,,11,11,1,9,1,,15,15,,10,8,,1.09,24.500000000000,2.916666666667,4.583333333333,17.000000000000,0.000000000000,72,8,20,,,83,,3,,14,83,,3,,14,63,,19,,18,,11,,89,13,87,78,5,17,82,4,14,90,2,8,3,15,82,,,78,8,14,79,4,17,81,3,16,91,2,7,63,8,29,,,2,84,,14,,49,30,21,,9,91,12.7,-10.6,-7.1,13.1,11.8,17.7,18.9,5.1,15.2,-0.696,Average Performers
180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,MC CRACKEN,(270) 575-2100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,8,8,0,8,0,,8,6,1,4,1,,11,10,3,7,0,,15,15,,10,10,,1.02,22.416666666667,7.000000000000,4.166666666667,11.250000000000,0.000000000000,73,7,20,,,82,,3,,15,81,,4,,15,60,,19,,21,,13,,87,16,84,77,5,18,79,4,17,88,2,10,6,19,75,,,75,7,18,77,4,19,80,3,17,90,1,9,64,7,29,,,4,79,,17,,46,30,24,,10,90,-32.9,-14.7,2.9,11.3,8.4,17.8,18.9,,17.2,-0.9857,Emerging Performers
180105,MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN ROAD,TOMPKINSVILLE,KY,42167,MONROE,(270) 487-9231,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,1,,8,4,0,4,0,,8,1,0,1,0,,11,4,0,2,2,,15,10,,10,7,,0.92,40.444444444444,7.777777777778,,16.000000000000,16.666666666667,82,4,14,,,83,,5,,12,93,,1,,6,72,,9,,19,,17,,83,16,84,90,3,7,93,1,6,97,1,2,5,19,76,,,81,5,14,75,6,19,83,4,13,92,3,5,73,3,24,,,3,67,,30,,63,13,24,,17,83,,86,96.2,,,18.8,21.8,,18.8,1.233,High Quality / Higher Cost
180115,"ROCKCASTLE COUNTY HOSPITAL, INC.",145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,(606) 256-2195,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,8,4,0,3,1,,8,2,0,2,0,,11,5,1,4,0,,15,5,,10,8,,1.00,32.222222222222,2.222222222222,16.666666666667,,13.333333333333,86,3,11,,,88,,4,,8,85,,4,,11,71,,15,,14,,12,,88,12,88,80,6,14,83,5,12,92,2,6,4,9,87,,,85,8,7,84,5,11,88,5,7,93,2,5,74,8,18,,,2,85,,13,,56,23,21,,12,88,,15.7,-36.6,,,17.4,19.9,,15.2,0.4219,Average Performers
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,(270) 251-4585,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,8,6,0,6,0,,8,3,0,3,0,,11,6,0,5,1,,15,15,,10,7,,1.06,16.833333333333,3.750000000000,0.833333333333,12.250000000000,0.000000000000,80,4,16,,,77,,3,,20,78,,5,,17,58,,21,,21,,19,,81,22,78,71,7,22,77,6,17,85,3,12,10,28,62,,,71,11,18,71,4,25,73,3,24,87,1,12,53,8,39,,,6,60,,34,,45,32,23,,16,84,,25.6,4.8,,,19.1,20.2,,15.8,-1.6801,Emerging Performers
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,WARREN,(270) 793-1000,Acute Care Hospitals,Proprietary,Yes,,2,,8,6,0,6,0,,8,5,1,4,0,,11,8,0,7,1,,15,15,,10,9,,1.08,18.500000000000,0.000000000000,12.500000000000,6.000000000000,0.000000000000,80,4,16,,,79,,4,,17,78,,7,,15,59,,22,,19,,16,,84,17,83,75,8,17,74,7,19,84,4,12,9,22,69,,,75,10,15,75,5,20,77,4,19,84,3,13,57,7,36,,,6,71,,23,,43,33,24,,15,85,78.5,6.8,-9.2,14.7,,19.1,21.1,6.1,15.2,-1.5259,Emerging Performers
180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,FRANKLIN,(502) 875-5240,Acute Care Hospitals,Proprietary,Yes,,3,,8,6,0,6,0,,8,5,1,4,0,,11,6,0,6,0,,15,15,,10,8,,0.94,34.375000000000,3.125000000000,18.500000000000,5.250000000000,7.500000000000,68,13,19,,,73,,8,,19,75,,8,,17,55,,26,,19,,18,,82,20,80,70,10,20,73,8,19,81,7,12,16,25,59,,,68,14,18,70,10,20,69,8,23,79,4,17,49,13,38,,,13,51,,36,,43,38,19,,16,84,,17.6,5.5,13.4,,18.4,21,,15.3,0.705,Average Performers
180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,LOUISA,KY,41230,LAWRENCE,(606) 638-9451,Acute Care Hospitals,Proprietary,Yes,,3,,8,4,0,4,0,,8,2,0,2,0,,11,6,0,5,1,,15,15,,10,7,,0.88,65.000000000000,0.000000000000,25.000000000000,22.500000000000,17.500000000000,92,1,7,,,88,,2,,10,86,,3,,11,65,,17,,18,,13,,87,17,83,83,4,13,86,2,12,88,3,9,6,16,78,,,78,14,8,85,3,12,85,4,11,93,1,6,67,5,28,,,3,79,,18,,53,20,27,,9,91,,-31.2,51.2,,,17.7,19.6,,16.1,1.9568,High Value
180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,JEFFERSON,(502) 897-8100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,0,8,0,,8,8,2,6,0,,11,11,2,8,1,,15,15,,10,10,,1.02,25.333333333333,8.750000000000,8.333333333333,8.250000000000,0.000000000000,63,14,23,,,79,,4,,17,78,,5,,17,59,,21,,20,,14,,86,15,85,72,6,22,76,6,18,86,3,11,7,20,73,,,74,9,17,74,5,21,76,4,20,86,3,11,55,11,34,,,4,75,,21,,44,34,22,,12,88,-25.2,-21.8,13.1,12,9.8,19.1,18.1,5.6,16.1,-0.5957,Average Performers
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,305 LANGDON STREET,SOMERSET,KY,42503,PULASKI,(606) 679-7441,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,7,0,6,1,,8,7,3,4,0,,11,7,0,4,3,,15,15,,10,8,,1.03,22.875000000000,1.875000000000,16.250000000000,4.750000000000,0.000000000000,59,18,23,,,76,,5,,19,77,,5,,18,57,,22,,21,,16,,84,18,82,73,7,20,75,6,19,83,3,14,14,27,59,,,70,12,18,71,7,22,74,6,20,84,3,13,57,7,36,,,10,53,,37,,45,32,23,,14,86,15.3,49.6,26.7,15.1,,18.8,21.2,,15.8,-0.9237,Low Value
180138,BAPTIST HEALTH LAGRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,OLDHAM,(502) 222-5388,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,4,0,4,0,,8,3,0,3,0,,11,8,1,7,0,,15,15,,10,8,,1.01,35.583333333333,4.166666666667,14.166666666667,17.250000000000,0.000000000000,74,7,19,,,84,,2,,14,83,,3,,14,65,,18,,17,,9,,91,9,91,77,4,19,82,3,15,89,2,9,4,18,78,,,78,9,13,78,2,20,82,2,16,91,1,8,63,8,29,,,2,80,,18,,52,27,21,,9,91,,-51.2,0.2,,,18.5,18.6,,16.1,0.8274,Cost Efficient / Lower Quality
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,JEFFERSON,(502) 562-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,8,7,0,6,1,,8,7,1,5,1,,11,8,0,5,3,,15,15,,10,7,,1.13,8.666666666667,2.500000000000,2.916666666667,3.250000000000,0.000000000000,71,9,20,,,72,,7,,21,73,,7,,20,53,,24,,23,,16,,84,18,82,67,8,25,71,7,22,81,4,15,10,25,65,,,66,14,20,69,8,23,67,8,25,79,4,17,46,19,35,,,8,66,,26,,41,34,25,,15,85,,40.2,44.6,14.1,,19.1,20.8,,16.2,-1.969,Emerging Performers
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,FAYETTE,(859) 967-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,4,0,4,0,,8,3,1,2,0,,11,8,0,6,2,,15,15,,10,6,,0.94,34.833333333333,5.833333333333,15.000000000000,4.000000000000,10.000000000000,71,9,20,,,77,,6,,17,76,,7,,17,60,,22,,18,,16,,84,19,81,71,8,21,76,7,17,82,5,13,9,26,65,,,75,9,16,72,8,20,71,6,23,87,3,10,61,7,32,,,8,65,,27,,45,36,19,,14,86,,45.9,28.1,13.4,,,20.5,6.6,17.1,0.7548,Low Value
180149,TJ HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,42728,ADAIR,(270) 384-4753,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,8,2,0,2,0,,8,,,,,5,11,2,0,2,0,,15,,5,10,5,,0.94,,,,,,77,11,12,,,81,,5,,14,80,,8,,12,60,,21,,19,,8,,92,14,86,77,10,13,76,9,15,87,5,8,12,22,66,,,76,18,6,78,7,15,77,5,18,88,4,8,77,4,19,,,10,59,,31,,43,25,32,,2,98,,,-22.4,,,,,,15.3,,Cost Efficient / Lower Quality
180154,"PINEVILLE COMMUNITY HEALTH CENTER, INC",850 RIVERVIEW AVENUE,PINEVILLE,KY,40977,BELL,(606) 337-3051,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,,8,3,0,3,0,,8,,,,,5,11,3,0,1,2,,15,,5,10,3,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,53,,,,19.9,,16.5,,High Quality / Higher Cost
180779,CRITTENDEN COMMUNITY HOSPITAL,520 WEST GUM STREET,MARION,KY,42064,CRITTENDEN,(270) 965-5281,Rural Emergency Hospital,Government - Local,Yes,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
180780,FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,41041,FLEMING,(606) 849-2351,Rural Emergency Hospital,Voluntary non-profit - Other,Yes,,,19,,,,,,19,,,,,,19,,,,,,19,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,ESTILL,(606) 723-2115,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,,8,4,0,4,0,,8,,,,,5,11,5,0,5,0,,15,,5,10,6,,,,,,,,89,3,8,,,92,,1,,7,92,,1,,7,70,,18,,12,,12,,88,14,86,89,2,9,90,1,9,97,1,2,3,25,72,,,79,12,9,87,3,10,91,1,8,96,0,4,72,4,24,,,1,81,,18,,61,24,15,,9,91,,-29.1,3.4,,,17.5,19.4,,15.4,,Average Performers
181302,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,464 LINDEN AVENUE,HARRODSBURG,KY,40330,MERCER,(859) 734-5441,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,16,8,1,0,1,0,,8,,,,,5,11,2,0,2,0,,15,5,,10,5,,,,,,,,74,4,22,,,85,,4,,11,79,,8,,13,62,,16,,22,,15,,85,14,86,73,11,16,78,9,13,85,5,10,7,21,72,,,76,8,16,87,3,10,81,5,14,85,6,9,66,10,24,,,6,72,,22,,48,25,27,,16,84,,,,,,,,,,,Average Performers
181304,TRIGG COUNTY HOSPITAL,254 MAIN STREET,CADIZ,KY,42211,TRIGG,(270) 522-3215,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,1,0,1,0,,8,,,,,5,11,2,0,2,0,,15,,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
181305,ARH OUR LADY OF THE WAY,11203 MAIN STREET,MARTIN,KY,41649,FLOYD,(606) 285-6400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,1,0,1,0,,11,,,,,5,15,,5,10,7,,,,,,,,81,4,15,,,90,,1,,9,91,,3,,6,73,,7,,20,,11,,89,17,83,88,7,5,87,3,10,97,0,3,3,16,81,,,85,2,13,84,2,14,89,1,10,96,1,3,63,10,27,,,1,78,,21,,62,14,24,,6,94,,,,,,,,,,,Average Performers
181306,METHODIST HOSPITAL UNION COUNTY,4604 US HIGHWAY 60 WEST,MORGANFIELD,KY,42437,UNION,(270) 389-5000,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,8,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,15,5,,10,4,,,,,,,,78,7,15,,,84,,3,,13,79,,7,,14,62,,19,,19,,17,,83,19,81,75,10,15,79,7,14,83,4,13,3,22,75,,,71,8,21,78,4,18,83,3,14,91,1,8,64,9,27,,,3,71,,26,,53,30,17,,15,85,,,1.4,,,,,,16,,Average Performers
181307,MORGAN COUNTY ARH HOSPITAL,476 LIBERTY ROAD,WEST LIBERTY,KY,41472,MORGAN,(606) 743-3186,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,,,,,5,11,2,0,2,0,,15,,5,10,5,,,,,,,,74,8,18,,,81,,3,,16,76,,8,,16,65,,25,,10,,23,,77,,,,,,,,,,,,9,18,73,,,,,,,,,,,,,,,76,10,14,,,10,64,,26,,,,,,,,,,21.2,,,,,,16.2,,Low Value
181308,BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVENUE,VERSAILLES,KY,40383,WOODFORD,(859) 873-3111,Critical Access Hospitals,Proprietary,Yes,,,16,8,,,,,5,8,,,,,5,11,2,0,2,0,,15,5,,10,7,,,,,,,,76,3,21,,,80,,6,,14,80,,8,,12,55,,17,,28,,12,,88,5,95,78,9,13,78,10,12,83,6,11,9,18,73,,,69,10,21,80,9,11,79,5,16,82,4,14,58,5,37,,,8,65,,27,,42,25,33,,19,81,,,,,,,,,,,Average Performers
181309,CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY,KY,42539,CASEY,(606) 787-6275,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,3,,8,4,0,4,0,,8,2,0,2,0,,11,4,1,3,0,,15,,5,10,5,,,,,,,,86,2,12,,,88,,2,,10,89,,2,,9,76,,19,,5,,12,,88,,,,,,,,,,,,4,13,83,,,,,,,,,,,,,,,71,3,26,,,2,86,,12,,,,,,,,,-4.1,-19.5,,,18.3,19.8,,15.5,,Average Performers
181310,CARROLL COUNTY MEMORIAL HOSPITAL,309 ELEVENTH STREET,CARROLLTON,KY,41008,CARROLL,(502) 732-4321,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,,,,,5,11,1,0,1,0,,15,,5,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
181311,ST ELIZABETH GRANT,238 BARNES ROAD,WILLIAMSTOWN,KY,41097,GRANT,(859) 824-8105,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,8,,,,,5,8,,,,,5,11,2,0,2,0,,15,5,,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
181314,CAVERNA MEMORIAL HOSPITAL,1501 SOUTH DIXIE STREET,HORSE CAVE,KY,42749,HART,(270) 786-2191,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,,,,,5,11,1,0,1,0,,15,,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,40484,LINCOLN,(606) 365-4600,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,8,2,0,2,0,,8,2,0,2,0,,11,2,0,1,1,,15,15,,10,5,,,,,,,,80,5,15,,,88,,1,,11,87,,2,,11,71,,11,,18,,11,,89,7,93,82,3,15,88,2,10,91,1,8,4,11,85,,,88,2,10,84,2,14,87,0,13,93,1,6,58,6,36,,,1,83,,16,,54,20,26,,14,86,,,75.7,,,,,,17,,High Quality / Higher Cost
181316,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,41749,LESLIE,(606) 672-2901,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,8,,,,,5,8,1,0,1,0,,11,1,0,1,0,,15,,5,10,5,,,,,,,,88,0,12,,,93,,1,,6,94,,1,,5,70,,4,,26,,4,,96,,,,,,,,,,,,2,8,90,,,,,,,,,,,,,,,69,10,21,,,0,88,,12,,,,,,,,,,,,,,,,,,Average Performers
